"subplot_code"	"yearcol"	"mass.Mg.ha"	"vol.m3.ha"	"input.mass.Mgha"	"input.vol.m3ha"	"type"
"19,08"	2024	3.69966462058645	13.6518989689537	3.69966462058645	13.6518989689537	"downed"
"19,12"	2017	3.37703711057052	11.8297232564026	3.37703711057052	11.8297232564026	"downed"
"19,12"	2018	2.07941355376212	6.71017439847501	2.07941355376212	6.71017439847501	"downed"
"19,12"	2019	5.79234574549947	13.9755140445113	5.79234574549947	13.9755140445113	"downed"
"19,12"	2020	3.57679358543392	7.40991392925537	3.57679358543392	7.40991392925537	"downed"
"19,12"	2021	1.46740777044549	5.41478882083203	1.46740777044549	5.41478882083203	"downed"
"19,12"	2022	0	0	0	0	"downed"
"19,12"	2023	1.79388379757884	6.61949740804	1.79388379757884	6.61949740804	"downed"
"19,12"	2024	1.72116640290244	6.35116753838538	1.72116640290244	6.35116753838538	"downed"
"19,16"	2017	29.516507786559	110.785384126815	29.516507786559	110.785384126815	"downed"
"19,16"	2018	55.3824334227884	233.391238755907	55.3824334227884	233.391238755907	"downed"
"19,16"	2019	55.7984126382444	203.772864373376	55.7984126382444	203.772864373376	"downed"
"19,16"	2020	29.5659676518724	144.415444273252	29.5659676518724	144.415444273252	"downed"
"19,16"	2021	30.1741038167757	111.343556519468	30.1741038167757	111.343556519468	"downed"
"19,16"	2022	20.6722388709076	76.2813242468914	20.6722388709076	76.2813242468914	"downed"
"19,16"	2023	16.1351540465707	59.5393138249841	16.1351540465707	59.5393138249841	"downed"
"19,16"	2024	20.8337216370166	76.8772016126072	20.8337216370166	76.8772016126072	"downed"
"19,19"	2017	30.828570836065	94.9718875814544	30.828570836065	94.9718875814544	"downed"
"19,19"	2018	26.5744230616892	84.5798881036668	26.5744230616892	84.5798881036668	"downed"
"19,19"	2019	19.4149360715464	83.1583566447724	19.4149360715464	83.1583566447724	"downed"
"19,19"	2020	14.0282048033553	48.2622113087582	14.0282048033553	48.2622113087582	"downed"
"19,19"	2021	11.7277485760734	43.2758250039609	11.7277485760734	43.2758250039609	"downed"
"19,19"	2022	10.6824569234032	39.4186602339602	10.6824569234032	39.4186602339602	"downed"
"19,19"	2023	12.7246455488383	46.9544116193295	12.7246455488383	46.9544116193295	"downed"
"19,19"	2024	12.0336631329879	44.4046610073355	12.0336631329879	44.4046610073355	"downed"
"21,04"	2017	0	0	0	0	"downed"
"21,04"	2018	7.31599761939439	27.0875148102117	7.31599761939439	27.0875148102117	"downed"
"21,04"	2019	6.68354834188154	27.8124680959854	6.68354834188154	27.8124680959854	"downed"
"21,04"	2020	1.85883059745743	8.04442154344728	1.85883059745743	8.04442154344728	"downed"
"21,04"	2021	4.19976387541126	15.4972836731043	4.19976387541126	15.4972836731043	"downed"
"21,04"	2022	4.21411929211892	15.5502556904757	4.21411929211892	15.5502556904757	"downed"
"21,04"	2023	4.22880904167568	15.6044614083973	4.22880904167568	15.6044614083973	"downed"
"21,04"	2024	5.28722325867254	19.5100489249909	5.28722325867254	19.5100489249909	"downed"
"21,08"	2017	0	0	0	0	"downed"
"21,08"	2018	0	0	0	0	"downed"
"21,08"	2019	0	0	0	0	"downed"
"21,08"	2020	0	0	0	0	"downed"
"21,08"	2021	2.31711470639984	8.55023876900311	2.31711470639984	8.55023876900311	"downed"
"21,08"	2022	2.38722012569276	8.80893035310979	2.38722012569276	8.80893035310979	"downed"
"21,08"	2023	0	0	0	0	"downed"
"21,08"	2024	0	0	0	0	"downed"
"21,10"	2017	0	0	0	0	"downed"
"21,10"	2018	0	0	0	0	"downed"
"21,10"	2019	0	0	0	0	"downed"
"21,10"	2020	0	0	0	0	"downed"
"21,10"	2021	0	0	0	0	"downed"
"21,10"	2022	0	0	0	0	"downed"
"21,10"	2023	0	0	0	0	"downed"
"21,10"	2024	0	0	0	0	"downed"
"21,15"	2017	5.23034499598093	19.2633859212481	5.23034499598093	19.2633859212481	"downed"
"21,15"	2018	5.55407164208601	22.4890502221479	5.55407164208601	22.4890502221479	"downed"
"21,15"	2019	2.41543454188386	18.2785844571019	2.41543454188386	18.2785844571019	"downed"
"21,15"	2020	1.49565818973318	15.971718640916	1.49565818973318	15.971718640916	"downed"
"21,15"	2021	0.861095148626384	3.17747287316009	0.861095148626384	3.17747287316009	"downed"
"21,15"	2022	9.30548618863574	34.33758741194	9.30548618863574	34.33758741194	"downed"
"21,15"	2023	8.23522405129936	30.388280632101	8.23522405129936	30.388280632101	"downed"
